Academic Year,County Code,District Code,School Code,County Name,District Name,School Name
2021-2022,34,76505,0108837,Sacramento,Twin Rivers Unified,Community Collaborative Charter
2021-2022,34,76505,0101766,Sacramento,Twin Rivers Unified,Community Outreach Academy
2021-2022,34,76505,0108795,Sacramento,Twin Rivers Unified,Creative Connections Arts Academy
2021-2022,34,76505,6033351,Sacramento,Twin Rivers Unified,D. W. Babcock Elementary
2021-2022,34,76505,6032932,Sacramento,Twin Rivers Unified,Del Paso Heights Elementary
2021-2022,34,76505,6033484,Sacramento,Twin Rivers Unified,Dry Creek Elementary
2021-2022,34,76505,3430634,Sacramento,Twin Rivers Unified,Elwood J. Keema High
2021-2022,34,76505,6032940,Sacramento,Twin Rivers Unified,Fairbanks Elementary
2021-2022,34,76505,3433265,Sacramento,Twin Rivers Unified,Foothill High
2021-2022,34,76505,6112064,Sacramento,Twin Rivers Unified,Foothill Oaks Elementary
2021-2022,34,76505,6059232,Sacramento,Twin Rivers Unified,Foothill Ranch Middle
2021-2022,34,76505,6033500,Sacramento,Twin Rivers Unified,Frederick Joyce Elementary
2021-2022,34,76505,6033492,Sacramento,Twin Rivers Unified,Frontier Elementary
2021-2022,34,76505,0101832,Sacramento,Twin Rivers Unified,Futures High
2021-2022,34,76505,6032957,Sacramento,Twin Rivers Unified,Garden Valley Elementary
2021-2022,34,76505,3433794,Sacramento,Twin Rivers Unified,Grant Union High
2021-2022,34,76505,6033385,Sacramento,Twin Rivers Unified,Hagginwood Elementary
2021-2022,34,76505,6033419,Sacramento,Twin Rivers Unified,Hazel Strauch Elementary
2021-2022,34,76505,0108415,Sacramento,Twin Rivers Unified,Heritage Peak Charter
2021-2022,34,76505,0113878,Sacramento,Twin Rivers Unified,Higher Learning Academy
2021-2022,34,76505,0130757,Sacramento,Twin Rivers Unified,Highlands Community Charter
2021-2022,34,76505,3434370,Sacramento,Twin Rivers Unified,Highlands High
2021-2022,34,76505,6033518,Sacramento,Twin Rivers Unified,Hillsdale Elementary
2021-2022,34,76505,6033526,Sacramento,Twin Rivers Unified,Kohler Elementary
2021-2022,34,76505,6033435,Sacramento,Twin Rivers Unified,Las Palmas Elementary
2021-2022,34,76505,6033542,Sacramento,Twin Rivers Unified,Madison Elementary
2021-2022,34,76505,6102784,Sacramento,Twin Rivers Unified,Martin Luther King Jr. Technology Academy
2021-2022,34,76505,6033427,Sacramento,Twin Rivers Unified,Michael J. Castori Elementary
2021-2022,34,76505,6069736,Sacramento,Twin Rivers Unified,Miles P. Richmond
2021-2022,34,76505,0000001,Sacramento,Twin Rivers Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,34,76505,6033443,Sacramento,Twin Rivers Unified,Northwood Elementary
2021-2022,34,76505,0100487,Sacramento,Twin Rivers Unified,Norwood Junior High
2021-2022,34,76505,0125203,Sacramento,Twin Rivers Unified,Nova Opportunity
2021-2022,34,76505,6033559,Sacramento,Twin Rivers Unified,Oakdale Elementary
2021-2022,34,76505,6033575,Sacramento,Twin Rivers Unified,Orchard Elementary
2021-2022,34,76505,3430261,Sacramento,Twin Rivers Unified,Pacific Career and Technology High
2021-2022,34,76505,6033583,Sacramento,Twin Rivers Unified,Pioneer Elementary
2021-2022,34,76505,0106450,Sacramento,Twin Rivers Unified,Regency Park Elementary
2021-2022,34,76505,6105985,Sacramento,Twin Rivers Unified,Ridgepoint Elementary
2021-2022,34,76505,3436979,Sacramento,Twin Rivers Unified,Rio Linda High
2021-2022,34,76505,6059257,Sacramento,Twin Rivers Unified,Rio Linda Preparatory Academy
2021-2022,34,76505,6059265,Sacramento,Twin Rivers Unified,Rio Tierra Junior High
2021-2022,34,76505,0114272,Sacramento,Twin Rivers Unified,SAVA - Sacramento Academic and Vocational Academy
2021-2022,34,76505,6033609,Sacramento,Twin Rivers Unified,Sierra View Elementary
2021-2022,34,76505,6033336,Sacramento,Twin Rivers Unified,Smythe Academy of Arts and Sciences
2021-2022,34,76505,6033617,Sacramento,Twin Rivers Unified,Village Elementary
2021-2022,34,76505,3430881,Sacramento,Twin Rivers Unified,Vista Nueva Career and Technology High
2021-2022,34,76505,6033476,Sacramento,Twin Rivers Unified,Warren A. Allison Elementary
2021-2022,34,76505,6033633,Sacramento,Twin Rivers Unified,Westside Elementary
2021-2022,34,76505,6112643,Sacramento,Twin Rivers Unified,Westside Preparatory Charter
2021-2022,34,76505,6033450,Sacramento,Twin Rivers Unified,Woodlake Elementary
2021-2022,34,76505,6066682,Sacramento,Twin Rivers Unified,Woodridge Elementary
2021-2022,35,10355,3530045,San Benito,San Benito County Office of Education,San Benito County Juvenile Hall Court
2021-2022,35,10355,3530037,San Benito,San Benito County Office of Education,San Benito County Opportunity
2021-2022,35,67454,6035000,San Benito,Bitterwater-Tully Elementary,Bitterwater-Tully Elementary
2021-2022,35,67462,6035018,San Benito,Cienega Union Elementary,Cienega Elementary
2021-2022,35,67470,0121400,San Benito,Hollister,Accelerated Achievement Academy
2021-2022,35,67470,6104509,San Benito,Hollister,Calaveras Elementary
2021-2022,35,67470,6107338,San Benito,Hollister,Cerra Vista Elementary
2021-2022,35,67470,0115428,San Benito,Hollister,Hollister Dual Language Academy
2021-2022,35,67470,0127688,San Benito,Hollister,Hollister Prep
2021-2022,35,67470,6035026,San Benito,Hollister,Ladd Lane Elementary
2021-2022,35,67470,6112320,San Benito,Hollister,Maze Middle
2021-2022,35,67470,0000001,San Benito,Hollister,"Nonpublic, Nonsectarian Schools"
2021-2022,35,67470,6035034,San Benito,Hollister,R. O. Hardin Elementary
2021-2022,35,67470,6071088,San Benito,Hollister,Rancho San Justo
2021-2022,35,67470,0140657,San Benito,Hollister,Rancho Santana
2021-2022,35,67470,6035042,San Benito,Hollister,Sunnyslope Elementary
2021-2022,35,67488,6035059,San Benito,Jefferson Elementary,Jefferson Elementary
2021-2022,35,67504,6095202,San Benito,North County Joint Union Elementary,Spring Grove Elementary
2021-2022,35,67520,6035109,San Benito,Panoche Elementary,Panoche Elementary
2021-2022,35,67538,0000001,San Benito,San Benito High,"Nonpublic, Nonsectarian Schools"
2021-2022,35,67538,3530029,San Benito,San Benito High,San Andreas Continuation High
2021-2022,35,67538,3537008,San Benito,San Benito High,San Benito High
2021-2022,35,67553,6035133,San Benito,Southside Elementary,Southside Elementary
2021-2022,35,67561,6035141,San Benito,Tres Pinos Union Elementary,Tres Pinos Elementary
2021-2022,35,67579,6035158,San Benito,Willow Grove Union Elementary,Willow Grove Elementary
2021-2022,35,75259,3530060,San Benito,Aromas - San Juan Unified,Anzar High
2021-2022,35,75259,6049654,San Benito,Aromas - San Juan Unified,Aromas
2021-2022,35,75259,6035117,San Benito,Aromas - San Juan Unified,San Juan
2021-2022,36,10363,0107466,San Bernardino,San Bernardino County Office of Education,Community School/Independent Alternative Education
2021-2022,36,10363,6111918,San Bernardino,San Bernardino County Office of Education,Desert Trails Preparatory Academy
2021-2022,36,10363,0140012,San Bernardino,San Bernardino County Office of Education,Entrepreneur High Fontana
2021-2022,36,10363,3630761,San Bernardino,San Bernardino County Office of Education,Excelsior Charter
2021-2022,36,10363,0115808,San Bernardino,San Bernardino County Office of Education,Norton Science and Language Academy
2021-2022,36,10363,3630431,San Bernardino,San Bernardino County Office of Education,San Bernardino County Juvenile Detention and Assessment Center
2021-2022,36,10363,6069348,San Bernardino,San Bernardino County Office of Education,San Bernardino County Special Education
2021-2022,36,10363,0139147,San Bernardino,San Bernardino County Office of Education,Sycamore Academy of Science and Cultural Arts - Chino Valley
2021-2022,36,67587,6035174,San Bernardino,Adelanto Elementary,Adelanto Elementary
2021-2022,36,67587,0138529,San Bernardino,Adelanto Elementary,Adelanto Virtual Academy
2021-2022,36,67587,0107433,San Bernardino,Adelanto Elementary,Columbia Middle
2021-2022,36,67587,6115117,San Bernardino,Adelanto Elementary,Donald F. Bradach Elementary
2021-2022,36,67587,6109409,San Bernardino,Adelanto Elementary,Eagle Ranch Elementary
2021-2022,36,67587,0125880,San Bernardino,Adelanto Elementary,El Mirage
2021-2022,36,67587,0107425,San Bernardino,Adelanto Elementary,George Visual and Performing Arts Magnet and Middle
2021-2022,36,67587,0125898,San Bernardino,Adelanto Elementary,Gus Franklin Jr.
2021-2022,36,67587,0131441,San Bernardino,Adelanto Elementary,Melva Davis Academy of Excellence
2021-2022,36,67587,6116370,San Bernardino,Adelanto Elementary,Mesa Linda Middle
2021-2022,36,67587,6120604,San Bernardino,Adelanto Elementary,Morgan Kincaid Preparatory
2021-2022,36,67587,0128462,San Bernardino,Adelanto Elementary,Taylion High Desert Academy/Adelanto
2021-2022,36,67587,0107441,San Bernardino,Adelanto Elementary,Theodore Vick Elementary
2021-2022,36,67587,0109470,San Bernardino,Adelanto Elementary,Victoria Magathan Elementary
2021-2022,36,67587,0112086,San Bernardino,Adelanto Elementary,West Creek Elementary
2021-2022,36,67587,6106694,San Bernardino,Adelanto Elementary,Westside Park Elementary
2021-2022,36,67595,6035216,San Bernardino,Alta Loma Elementary,Alta Loma Elementary
2021-2022,36,67595,6035224,San Bernardino,Alta Loma Elementary,Alta Loma Junior High
2021-2022,36,67595,6114649,San Bernardino,Alta Loma Elementary,Banyan Elementary
2021-2022,36,67595,6035232,San Bernardino,Alta Loma Elementary,Carnelian Elementary
2021-2022,36,67595,6101786,San Bernardino,Alta Loma Elementary,Deer Canyon Elementary
2021-2022,36,67595,6098503,San Bernardino,Alta Loma Elementary,Floyd M. Stork Elementary
2021-2022,36,67595,6104475,San Bernardino,Alta Loma Elementary,Hermosa Elementary
2021-2022,36,67595,6094940,San Bernardino,Alta Loma Elementary,Jasper Elementary
2021-2022,36,67595,0000001,San Bernardino,Alta Loma Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,36,67595,6107510,San Bernardino,Alta Loma Elementary,Victoria Groves Elementary
2021-2022,36,67595,6108930,San Bernardino,Alta Loma Elementary,Vineyard Junior High
2021-2022,36,67611,0138834,San Bernardino,Barstow Unified,Barstow Fine Arts Academy
2021-2022,36,67611,3630803,San Bernardino,Barstow Unified,Barstow High
2021-2022,36,67611,6098537,San Bernardino,Barstow Unified,Barstow Junior High
2021-2022,36,67611,0129452,San Bernardino,Barstow Unified,Barstow STEM Academy
2021-2022,36,67611,0124628,San Bernardino,Barstow Unified,BUSD School of Opportunity
2021-2022,36,67611,6035299,San Bernardino,Barstow Unified,Cameron Elementary
2021-2022,36,67611,3630712,San Bernardino,Barstow Unified,Central High (Continuation)
2021-2022,36,67611,6035307,San Bernardino,Barstow Unified,Crestline Elementary
2021-2022,36,67611,6035349,San Bernardino,Barstow Unified,Henderson Elementary
2021-2022,36,67611,6035372,San Bernardino,Barstow Unified,Lenwood Elementary
2021-2022,36,67611,6035380,San Bernardino,Barstow Unified,Montara Elementary
2021-2022,36,67611,0000001,San Bernardino,Barstow Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,36,67611,6035414,San Bernardino,Barstow Unified,Skyline North Elementary
2021-2022,36,67637,6112866,San Bernardino,Bear Valley Unified,Baldwin Lane Elementary
2021-2022,36,67637,3631066,San Bernardino,Bear Valley Unified,Big Bear High
2021-2022,36,67637,6035463,San Bernardino,Bear Valley Unified,Big Bear Middle
2021-2022,36,67637,3630290,San Bernardino,Bear Valley Unified,Chautauqua High (Continuation)
2021-2022,36,67637,6035471,San Bernardino,Bear Valley Unified,Fallsvale
2021-2022,36,67637,6067052,San Bernardino,Bear Valley Unified,North Shore Elementary
2021-2022,36,67645,6104525,San Bernardino,Central Elementary,Bear Gulch Elementary
2021-2022,36,67645,6035489,San Bernardino,Central Elementary,Central Elementary
2021-2022,36,67645,6106603,San Bernardino,Central Elementary,Coyote Canyon Elementary
2021-2022,36,67645,6035497,San Bernardino,Central Elementary,Cucamonga Middle
2021-2022,36,67645,6099204,San Bernardino,Central Elementary,Dona Merced Elementary
2021-2022,36,67645,0000001,San Bernardino,Central Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,36,67645,6110704,San Bernardino,Central Elementary,Ruth Musser Middle
2021-2022,36,67645,6035505,San Bernardino,Central Elementary,Valle Vista Elementary
2021-2022,36,67652,3630225,San Bernardino,Chaffey Joint Union High,Alta Loma High
2021-2022,36,67652,3630845,San Bernardino,Chaffey Joint Union High,Chaffey Community Day
2021-2022,36,67652,0126243,San Bernardino,Chaffey Joint Union High,Chaffey District Online High
2021-2022,36,67652,3632205,San Bernardino,Chaffey Joint Union High,Chaffey High
2021-2022,36,67652,3631157,San Bernardino,Chaffey Joint Union High,Colony High
2021-2022,36,67652,3630373,San Bernardino,Chaffey Joint Union High,Etiwanda High
2021-2022,36,67652,3631058,San Bernardino,Chaffey Joint Union High,Los Osos High
2021-2022,36,67652,3633906,San Bernardino,Chaffey Joint Union High,Montclair High
2021-2022,36,67652,0000001,San Bernardino,Chaffey Joint Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,36,67652,3634482,San Bernardino,Chaffey Joint Union High,Ontario High
2021-2022,36,67652,3630571,San Bernardino,Chaffey Joint Union High,Rancho Cucamonga High
2021-2022,36,67652,3637659,San Bernardino,Chaffey Joint Union High,Valley View High (Continuation)
2021-2022,36,67678,6098354,San Bernardino,Chino Valley Unified,Alicia Cortez Elementary
2021-2022,36,67678,0137547,San Bernardino,Chino Valley Unified,Allegiance STEAM Academy - Thrive
2021-2022,36,67678,6098362,San Bernardino,Chino Valley Unified,Anna A. Borba Fundamental Elementary
2021-2022,36,67678,3631587,San Bernardino,Chino Valley Unified,Boys Republic High
2021-2022,36,67678,3631769,San Bernardino,Chino Valley Unified,Buena Vista Continuation High
