Academic Year,County Code,District Code,School Code,County Name,District Name,School Name
2021-2022,43,69369,6046189,Santa Clara,Alum Rock Union Elementary,Horace Cureton Elementary
2021-2022,43,69369,6068910,Santa Clara,Alum Rock Union Elementary,Joseph George Middle
2021-2022,43,69369,0106633,Santa Clara,Alum Rock Union Elementary,KIPP Heartwood Academy
2021-2022,43,69369,0129924,Santa Clara,Alum Rock Union Elementary,Kipp Prize Preparatory Academy
2021-2022,43,69369,0107748,Santa Clara,Alum Rock Union Elementary,Learning in an Urban Community with High Achievement (L.U.C.H.A.)
2021-2022,43,69369,6046213,Santa Clara,Alum Rock Union Elementary,Linda Vista Elementary
2021-2022,43,69369,6046221,Santa Clara,Alum Rock Union Elementary,Lyndale Elementary
2021-2022,43,69369,6046254,Santa Clara,Alum Rock Union Elementary,Millard McCollam Elementary
2021-2022,43,69369,0000001,Santa Clara,Alum Rock Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69369,6046270,Santa Clara,Alum Rock Union Elementary,O. S. Hubbard Elementary
2021-2022,43,69369,6089270,Santa Clara,Alum Rock Union Elementary,Ocala Middle
2021-2022,43,69369,0107763,Santa Clara,Alum Rock Union Elementary,Renaissance Academy
2021-2022,43,69369,0126284,Santa Clara,Alum Rock Union Elementary,Renaissance at Mathson
2021-2022,43,69369,0114900,Santa Clara,Alum Rock Union Elementary,Russo/McEntee Academy
2021-2022,43,69369,6046304,Santa Clara,Alum Rock Union Elementary,San Antonio Elementary
2021-2022,43,69369,6046312,Santa Clara,Alum Rock Union Elementary,Sylvia Cassell Elementary
2021-2022,43,69369,6046320,Santa Clara,Alum Rock Union Elementary,Thomas P. Ryan Elementary
2021-2022,43,69369,6046338,Santa Clara,Alum Rock Union Elementary,William Sheppard Middle
2021-2022,43,69377,6111348,Santa Clara,Berryessa Union Elementary,Berryessa Union Elementary
2021-2022,43,69377,6095335,Santa Clara,Berryessa Union Elementary,Brooktree Elementary
2021-2022,43,69377,6089288,Santa Clara,Berryessa Union Elementary,Cherrywood Elementary
2021-2022,43,69377,0000000,Santa Clara,Berryessa Union Elementary,District Office
2021-2022,43,69377,6046361,Santa Clara,Berryessa Union Elementary,Laneview Elementary
2021-2022,43,69377,6095343,Santa Clara,Berryessa Union Elementary,Majestic Way Elementary
2021-2022,43,69377,6068928,Santa Clara,Berryessa Union Elementary,Morrill Middle
2021-2022,43,69377,6046379,Santa Clara,Berryessa Union Elementary,Noble Elementary
2021-2022,43,69377,0000001,Santa Clara,Berryessa Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69377,6046387,Santa Clara,Berryessa Union Elementary,Northwood Elementary
2021-2022,43,69377,6046395,Santa Clara,Berryessa Union Elementary,Piedmont Middle
2021-2022,43,69377,6067177,Santa Clara,Berryessa Union Elementary,Ruskin Elementary
2021-2022,43,69377,6093033,Santa Clara,Berryessa Union Elementary,Sierramont Middle
2021-2022,43,69377,6095350,Santa Clara,Berryessa Union Elementary,Summerdale Elementary
2021-2022,43,69377,6046403,Santa Clara,Berryessa Union Elementary,Toyon Elementary
2021-2022,43,69377,6093041,Santa Clara,Berryessa Union Elementary,Vinci Park Elementary
2021-2022,43,69385,6046411,Santa Clara,Cambrian,Bagby Elementary
2021-2022,43,69385,6046445,Santa Clara,Cambrian,Fammatre Elementary
2021-2022,43,69385,6046452,Santa Clara,Cambrian,Farnham Charter
2021-2022,43,69385,0000001,Santa Clara,Cambrian,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69385,6046486,Santa Clara,Cambrian,Price Charter Middle
2021-2022,43,69385,6046494,Santa Clara,Cambrian,Sartorette Charter
2021-2022,43,69385,0133439,Santa Clara,Cambrian,Steindorf STEAM K-8 Magnet
2021-2022,43,69393,6046510,Santa Clara,Campbell Union,Blackford Elementary
2021-2022,43,69393,0137273,Santa Clara,Campbell Union,Campbell School of Innovation
2021-2022,43,69393,6046536,Santa Clara,Campbell Union,Capri Elementary
2021-2022,43,69393,6046544,Santa Clara,Campbell Union,Castlemont Elementary
2021-2022,43,69393,0000000,Santa Clara,Campbell Union,District Office
2021-2022,43,69393,6046577,Santa Clara,Campbell Union,Forest Hill Elementary
2021-2022,43,69393,6046601,Santa Clara,Campbell Union,Lynhaven Elementary
2021-2022,43,69393,6046619,Santa Clara,Campbell Union,Marshall Lane Elementary
2021-2022,43,69393,6046627,Santa Clara,Campbell Union,Monroe Middle
2021-2022,43,69393,0000001,Santa Clara,Campbell Union,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69393,6046668,Santa Clara,Campbell Union,Rolling Hills Middle
2021-2022,43,69393,6046676,Santa Clara,Campbell Union,Rosemary
2021-2022,43,69393,6046692,Santa Clara,Campbell Union,Sherman Oaks Elementary
2021-2022,43,69393,0106005,Santa Clara,Campbell Union,Village
2021-2022,43,69401,4330759,Santa Clara,Campbell Union High,Boynton High
2021-2022,43,69401,4330866,Santa Clara,Campbell Union High,Branham High
2021-2022,43,69401,4331955,Santa Clara,Campbell Union High,Del Mar High
2021-2022,43,69401,0000000,Santa Clara,Campbell Union High,District Office
2021-2022,43,69401,4330239,Santa Clara,Campbell Union High,Leigh High
2021-2022,43,69401,0000001,Santa Clara,Campbell Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69401,4336137,Santa Clara,Campbell Union High,Prospect High
2021-2022,43,69401,4338505,Santa Clara,Campbell Union High,Westmont High
2021-2022,43,69419,6046940,Santa Clara,Cupertino Union,Abraham Lincoln Elementary
2021-2022,43,69419,6067185,Santa Clara,Cupertino Union,Blue Hills Elementary
2021-2022,43,69419,6046718,Santa Clara,Cupertino Union,C. B. Eaton Elementary
2021-2022,43,69419,6046742,Santa Clara,Cupertino Union,Chester W. Nimitz Elementary
2021-2022,43,69419,6046932,Santa Clara,Cupertino Union,Christa McAuliffe Elementary
2021-2022,43,69419,6046767,Santa Clara,Cupertino Union,Cupertino Middle
2021-2022,43,69419,6046775,Santa Clara,Cupertino Union,D. J. Sedgwick Elementary
2021-2022,43,69419,6046809,Santa Clara,Cupertino Union,Dwight D. Eisenhower Elementary
2021-2022,43,69419,6046841,Santa Clara,Cupertino Union,Garden Gate Elementary
2021-2022,43,69419,6046882,Santa Clara,Cupertino Union,Joaquin Miller Middle
2021-2022,43,69419,6046890,Santa Clara,Cupertino Union,John F. Kennedy Middle
2021-2022,43,69419,6046908,Santa Clara,Cupertino Union,John Muir Elementary
2021-2022,43,69419,6046759,Santa Clara,Cupertino Union,L. P. Collins Elementary
2021-2022,43,69419,6046957,Santa Clara,Cupertino Union,Louis E. Stocklmeir Elementary
2021-2022,43,69419,6046965,Santa Clara,Cupertino Union,Manuel De Vargas Elementary
2021-2022,43,69419,6046981,Santa Clara,Cupertino Union,Montclaire Elementary
2021-2022,43,69419,6047039,Santa Clara,Cupertino Union,Murdock-Portal Elementary
2021-2022,43,69419,6047005,Santa Clara,Cupertino Union,Nelson S. Dilworth Elementary
2021-2022,43,69419,0000001,Santa Clara,Cupertino Union,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69419,6047047,Santa Clara,Cupertino Union,R. I. Meyerholz Elementary
2021-2022,43,69419,0108126,Santa Clara,Cupertino Union,Sam H. Lawson Middle
2021-2022,43,69419,6047088,Santa Clara,Cupertino Union,Stevens Creek Elementary
2021-2022,43,69419,6047096,Santa Clara,Cupertino Union,Warren E. Hyde Middle
2021-2022,43,69419,6047104,Santa Clara,Cupertino Union,West Valley Elementary
2021-2022,43,69419,6047112,Santa Clara,Cupertino Union,William Faria Elementary
2021-2022,43,69419,6047054,Santa Clara,Cupertino Union,William Regnart Elementary
2021-2022,43,69427,0125617,Santa Clara,East Side Union High,ACE Charter High
2021-2022,43,69427,0132274,Santa Clara,East Side Union High,Alpha Cindy Avitia High
2021-2022,43,69427,4332995,Santa Clara,East Side Union High,Andrew P. Hill High
2021-2022,43,69427,4330361,Santa Clara,East Side Union High,Apollo High
2021-2022,43,69427,0131995,Santa Clara,East Side Union High,B. Roberto Cruz Leadership Academy
2021-2022,43,69427,0125427,Santa Clara,East Side Union High,Calero High
2021-2022,43,69427,0000000,Santa Clara,East Side Union High,District Office
2021-2022,43,69427,4330726,Santa Clara,East Side Union High,Escuela Popular Accelerated Family Learning
2021-2022,43,69427,0107151,Santa Clara,East Side Union High,"Escuela Popular/Center for Training and Careers, Family Learning"
2021-2022,43,69427,4330692,Santa Clara,East Side Union High,Evergreen Valley High
2021-2022,43,69427,4332318,Santa Clara,East Side Union High,Foothill High
2021-2022,43,69427,4330031,Santa Clara,East Side Union High,Independence High
2021-2022,43,69427,4333639,Santa Clara,East Side Union High,James Lick High
2021-2022,43,69427,0116889,Santa Clara,East Side Union High,KIPP San Jose Collegiate
2021-2022,43,69427,4330668,Santa Clara,East Side Union High,Latino College Preparatory Academy
2021-2022,43,69427,0130856,Santa Clara,East Side Union High,Luis Valdez Leadership Academy
2021-2022,43,69427,4334900,Santa Clara,East Side Union High,Mt. Pleasant High
2021-2022,43,69427,0000001,Santa Clara,East Side Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69427,4335204,Santa Clara,East Side Union High,Oak Grove High
2021-2022,43,69427,4330353,Santa Clara,East Side Union High,Pegasus High
2021-2022,43,69427,4330312,Santa Clara,East Side Union High,Phoenix High
2021-2022,43,69427,4335907,Santa Clara,East Side Union High,Piedmont Hills High
2021-2022,43,69427,4330676,Santa Clara,East Side Union High,San Jose Conservation Corps Charter
2021-2022,43,69427,4330023,Santa Clara,East Side Union High,Santa Teresa High
2021-2022,43,69427,4337903,Santa Clara,East Side Union High,Silver Creek High
2021-2022,43,69427,4335428,Santa Clara,East Side Union High,William C. Overfelt High
2021-2022,43,69427,4330015,Santa Clara,East Side Union High,Yerba Buena High
2021-2022,43,69435,6047120,Santa Clara,Evergreen Elementary,Cadwallader Elementary
2021-2022,43,69435,0102616,Santa Clara,Evergreen Elementary,Carolyn A. Clark Elementary
2021-2022,43,69435,6067193,Santa Clara,Evergreen Elementary,Cedar Grove Elementary
2021-2022,43,69435,6110159,Santa Clara,Evergreen Elementary,Chaboya Middle
2021-2022,43,69435,6047138,Santa Clara,Evergreen Elementary,Evergreen Elementary
2021-2022,43,69435,6085690,Santa Clara,Evergreen Elementary,George V. LeyVa Intermediate
2021-2022,43,69435,6047146,Santa Clara,Evergreen Elementary,Holly Oak Elementary
2021-2022,43,69435,6117956,Santa Clara,Evergreen Elementary,James Franklin Smith Elementary
2021-2022,43,69435,6095988,Santa Clara,Evergreen Elementary,John J. Montgomery Elementary
2021-2022,43,69435,6047153,Santa Clara,Evergreen Elementary,Katherine R. Smith Elementary
2021-2022,43,69435,6105787,Santa Clara,Evergreen Elementary,Millbrook Elementary
2021-2022,43,69435,0000001,Santa Clara,Evergreen Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69435,6102081,Santa Clara,Evergreen Elementary,Norwood Creek Elementary
2021-2022,43,69435,6047161,Santa Clara,Evergreen Elementary,O. B. Whaley Elementary
2021-2022,43,69435,6047179,Santa Clara,Evergreen Elementary,Quimby Oak Middle
2021-2022,43,69435,6111942,Santa Clara,Evergreen Elementary,Silver Oak Elementary
2021-2022,43,69435,6115851,Santa Clara,Evergreen Elementary,Tom Matsumoto Elementary
2021-2022,43,69450,0129247,Santa Clara,Franklin-McKinley Elementary,ACE Esperanza Middle
2021-2022,43,69450,6047229,Santa Clara,Franklin-McKinley Elementary,Bridges Academy
2021-2022,43,69450,6047211,Santa Clara,Franklin-McKinley Elementary,Captain Jason M. Dahl Elementary
2021-2022,43,69450,0127225,Santa Clara,Franklin-McKinley Elementary,College Connection Academy
2021-2022,43,69450,6047195,Santa Clara,Franklin-McKinley Elementary,Franklin Elementary
2021-2022,43,69450,6047203,Santa Clara,Franklin-McKinley Elementary,G. W. Hellyer Elementary
2021-2022,43,69450,6109433,Santa Clara,Franklin-McKinley Elementary,Jeanne R. Meadows Elementary
2021-2022,43,69450,0129205,Santa Clara,Franklin-McKinley Elementary,KIPP Heritage Academy
2021-2022,43,69450,6047260,Santa Clara,Franklin-McKinley Elementary,Lairon College Preparatory Academy
2021-2022,43,69450,6047237,Santa Clara,Franklin-McKinley Elementary,Los Arboles Literacy and Technology Academy
2021-2022,43,69450,6047245,Santa Clara,Franklin-McKinley Elementary,McKinley Elementary
2021-2022,43,69450,0000001,Santa Clara,Franklin-McKinley Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69450,0108696,Santa Clara,Franklin-McKinley Elementary,Ramblewood Elementary
2021-2022,43,69450,6067201,Santa Clara,Franklin-McKinley Elementary,Robert F. Kennedy Elementary
2021-2022,43,69450,0123299,Santa Clara,Franklin-McKinley Elementary,Rocketship Mosaic Elementary
2021-2022,43,69450,0128108,Santa Clara,Franklin-McKinley Elementary,Rocketship Spark Academy
2021-2022,43,69450,6047252,Santa Clara,Franklin-McKinley Elementary,Santee Elementary
2021-2022,43,69450,6115943,Santa Clara,Franklin-McKinley Elementary,"Shirakawa (George, Sr.) Elementary"
2021-2022,43,69450,6071542,Santa Clara,Franklin-McKinley Elementary,Stonegate Elementary
2021-2022,43,69450,6047278,Santa Clara,Franklin-McKinley Elementary,Sylvandale Middle
2021-2022,43,69450,0113662,Santa Clara,Franklin-McKinley Elementary,Voices College-Bound Language Academy
2021-2022,43,69450,6105795,Santa Clara,Franklin-McKinley Elementary,Windmill Springs Elementary
2021-2022,43,69468,4330569,Santa Clara,Fremont Union High,Community Day
2021-2022,43,69468,4331799,Santa Clara,Fremont Union High,Cupertino High
2021-2022,43,69468,4332474,Santa Clara,Fremont Union High,Fremont High
2021-2022,43,69468,4333316,Santa Clara,Fremont Union High,Homestead High
2021-2022,43,69468,4334421,Santa Clara,Fremont Union High,Lynbrook High
2021-2022,43,69468,4334462,Santa Clara,Fremont Union High,Monta Vista High
2021-2022,43,69468,0000001,Santa Clara,Fremont Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69484,6111785,Santa Clara,Gilroy Unified,Brownell Middle
2021-2022,43,69484,0118380,Santa Clara,Gilroy Unified,Christopher High
2021-2022,43,69484,0114496,Santa Clara,Gilroy Unified,Dr. TJ Owens Gilroy Early College Academy
2021-2022,43,69484,6047294,Santa Clara,Gilroy Unified,El Roble Elementary
2021-2022,43,69484,6047302,Santa Clara,Gilroy Unified,Eliot Elementary
2021-2022,43,69484,4332839,Santa Clara,Gilroy Unified,Gilroy High
2021-2022,43,69484,0123760,Santa Clara,Gilroy Unified,Gilroy Prep (a Navigator School)
2021-2022,43,69484,6047310,Santa Clara,Gilroy Unified,Glen View Elementary
2021-2022,43,69484,6047328,Santa Clara,Gilroy Unified,Las Animas Elementary
2021-2022,43,69484,6047286,Santa Clara,Gilroy Unified,Luigi Aprea Elementary
2021-2022,43,69484,4334850,Santa Clara,Gilroy Unified,Mt. Madonna High
2021-2022,43,69484,0000001,Santa Clara,Gilroy Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69484,6106991,Santa Clara,Gilroy Unified,Rod Kelley Elementary
2021-2022,43,69484,6047336,Santa Clara,Gilroy Unified,Rucker Elementary
2021-2022,43,69484,0100990,Santa Clara,Gilroy Unified,Solorsano Middle
2021-2022,43,69484,6098214,Santa Clara,Gilroy Unified,South Valley Middle
2021-2022,43,69492,6047351,Santa Clara,Lakeside Joint,Lakeside Elementary
2021-2022,43,69492,0000001,Santa Clara,Lakeside Joint,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69500,6093058,Santa Clara,Loma Prieta Joint Union Elementary,C. T. English Middle
2021-2022,43,69500,6047369,Santa Clara,Loma Prieta Joint Union Elementary,Loma Prieta Elementary
2021-2022,43,69500,0000001,Santa Clara,Loma Prieta Joint Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69518,6047377,Santa Clara,Los Altos Elementary,Almond Elementary
2021-2022,43,69518,6047385,Santa Clara,Los Altos Elementary,Ardis G. Egan Junior High
2021-2022,43,69518,6047401,Santa Clara,Los Altos Elementary,Covington Elementary
2021-2022,43,69518,6047427,Santa Clara,Los Altos Elementary,Gardner Bullis Elementary
2021-2022,43,69518,6047435,Santa Clara,Los Altos Elementary,Georgina P. Blach Junior High
2021-2022,43,69518,6047450,Santa Clara,Los Altos Elementary,Loyola Elementary
2021-2022,43,69518,0000001,Santa Clara,Los Altos Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69518,6047468,Santa Clara,Los Altos Elementary,Oak Avenue Elementary
2021-2022,43,69518,6047492,Santa Clara,Los Altos Elementary,Santa Rita Elementary
2021-2022,43,69518,6047500,Santa Clara,Los Altos Elementary,Springer Elementary
2021-2022,43,69526,6047518,Santa Clara,Los Gatos Union Elementary,Blossom Hill Elementary
2021-2022,43,69526,6047526,Santa Clara,Los Gatos Union Elementary,Daves Avenue Elementary
2021-2022,43,69526,0000000,Santa Clara,Los Gatos Union Elementary,District Office
2021-2022,43,69526,6047534,Santa Clara,Los Gatos Union Elementary,Lexington Elementary
2021-2022,43,69526,6047542,Santa Clara,Los Gatos Union Elementary,Louise Van Meter Elementary
2021-2022,43,69526,0000001,Santa Clara,Los Gatos Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69526,6047567,Santa Clara,Los Gatos Union Elementary,Raymond J. Fisher Middle
2021-2022,43,69534,4334371,Santa Clara,Los Gatos-Saratoga Union High,Los Gatos High
2021-2022,43,69534,0000001,Santa Clara,Los Gatos-Saratoga Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69534,4337762,Santa Clara,Los Gatos-Saratoga Union High,Saratoga High
2021-2022,43,69542,6047575,Santa Clara,Luther Burbank,Luther Burbank Elementary
2021-2022,43,69575,6047740,Santa Clara,Moreland,Country Lane Elementary
2021-2022,43,69575,6047765,Santa Clara,Moreland,Easterbrook Discovery
2021-2022,43,69575,6047799,Santa Clara,Moreland,George C. Payne Elementary
2021-2022,43,69575,6047807,Santa Clara,Moreland,Gussie M. Baker Elementary
2021-2022,43,69575,0129940,Santa Clara,Moreland,Latimer
2021-2022,43,69575,6047831,Santa Clara,Moreland,Leroy Anderson Elementary
2021-2022,43,69575,6047781,Santa Clara,Moreland,Moreland Middle
2021-2022,43,69575,0000001,Santa Clara,Moreland,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69583,0102368,Santa Clara,Morgan Hill Unified,Ann Sobrato High
2021-2022,43,69583,6118376,Santa Clara,Morgan Hill Unified,Barrett Elementary
2021-2022,43,69583,4334488,Santa Clara,Morgan Hill Unified,Central High (Continuation)
2021-2022,43,69583,6118541,Santa Clara,Morgan Hill Unified,Charter School of Morgan Hill
2021-2022,43,69583,0000000,Santa Clara,Morgan Hill Unified,District Office
2021-2022,43,69583,6109375,Santa Clara,Morgan Hill Unified,El Toro Health Science Academy
2021-2022,43,69583,6098263,Santa Clara,Morgan Hill Unified,Jackson Academy of Music and Math (JAMM)
2021-2022,43,69583,6095384,Santa Clara,Morgan Hill Unified,Lewis H. Britton Middle
2021-2022,43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High
2021-2022,43,69583,6095392,Santa Clara,Morgan Hill Unified,Los Paseos Elementary
2021-2022,43,69583,6100325,Santa Clara,Morgan Hill Unified,Martin Murphy Middle
2021-2022,43,69583,0000001,Santa Clara,Morgan Hill Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69583,6047914,Santa Clara,Morgan Hill Unified,Nordstrom Elementary
2021-2022,43,69583,6047922,Santa Clara,Morgan Hill Unified,P. A. Walsh STEAM Academy
2021-2022,43,69583,6098271,Santa Clara,Morgan Hill Unified,Paradise Valley Engineering Academy
2021-2022,43,69583,6047948,Santa Clara,Morgan Hill Unified,San Martin Gwinn Environmental Science Academy
2021-2022,43,69591,6047971,Santa Clara,Mountain View Whisman,Amy Imai Elementary
2021-2022,43,69591,6047955,Santa Clara,Mountain View Whisman,Benjamin Bubb Elementary
2021-2022,43,69591,6049472,Santa Clara,Mountain View Whisman,Crittenden Middle
2021-2022,43,69591,0000000,Santa Clara,Mountain View Whisman,District Office
2021-2022,43,69591,6047963,Santa Clara,Mountain View Whisman,Edith Landels Elementary
2021-2022,43,69591,0132373,Santa Clara,Mountain View Whisman,Gabriela Mistral Elementary
2021-2022,43,69591,6047989,Santa Clara,Mountain View Whisman,Isaac Newton Graham Middle
2021-2022,43,69591,0138750,Santa Clara,Mountain View Whisman,Jose Antonio Vargas Elementary
2021-2022,43,69591,6048003,Santa Clara,Mountain View Whisman,Mariano Castro Elementary
2021-2022,43,69591,6049480,Santa Clara,Mountain View Whisman,Monta Loma Elementary
2021-2022,43,69591,0000001,Santa Clara,Mountain View Whisman,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69591,6049464,Santa Clara,Mountain View Whisman,Stevenson Elementary
2021-2022,43,69591,6049514,Santa Clara,Mountain View Whisman,Theuerkauf Elementary
2021-2022,43,69609,4334736,Santa Clara,Mountain View-Los Altos Union High,Alta Vista High
2021-2022,43,69609,4334116,Santa Clara,Mountain View-Los Altos Union High,Los Altos High
2021-2022,43,69609,4334728,Santa Clara,Mountain View-Los Altos Union High,Mountain View High
2021-2022,43,69609,0000001,Santa Clara,Mountain View-Los Altos Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69617,6048037,Santa Clara,Mount Pleasant Elementary,August Boeger Middle
2021-2022,43,69617,0000000,Santa Clara,Mount Pleasant Elementary,District Office
2021-2022,43,69617,6048045,Santa Clara,Mount Pleasant Elementary,Ida Jew Academies
2021-2022,43,69617,6048060,Santa Clara,Mount Pleasant Elementary,Mt. Pleasant Elementary
2021-2022,43,69617,0000001,Santa Clara,Mount Pleasant Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69617,6048078,Santa Clara,Mount Pleasant Elementary,Robert Sanders Elementary
2021-2022,43,69617,6067227,Santa Clara,Mount Pleasant Elementary,Valle Vista Elementary
2021-2022,43,69625,6048086,Santa Clara,Oak Grove Elementary,Anderson (Alex) Elementary
2021-2022,43,69625,6095400,Santa Clara,Oak Grove Elementary,Baldwin (Julia) Elementary
2021-2022,43,69625,6072177,Santa Clara,Oak Grove Elementary,Bernal Intermediate
2021-2022,43,69625,6048102,Santa Clara,Oak Grove Elementary,Christopher Elementary
2021-2022,43,69625,6048094,Santa Clara,Oak Grove Elementary,Davis (Caroline) Intermediate
2021-2022,43,69625,6072151,Santa Clara,Oak Grove Elementary,Del Roble Elementary
2021-2022,43,69625,0000000,Santa Clara,Oak Grove Elementary,District Office
2021-2022,43,69625,6048128,Santa Clara,Oak Grove Elementary,Edenvale Elementary
2021-2022,43,69625,6048110,Santa Clara,Oak Grove Elementary,Frost (Earl) Elementary
2021-2022,43,69625,6099451,Santa Clara,Oak Grove Elementary,Hayes Elementary
2021-2022,43,69625,6068167,Santa Clara,Oak Grove Elementary,Herman (Leonard) Intermediate
2021-2022,43,69625,0140590,Santa Clara,Oak Grove Elementary,Indigo
2021-2022,43,69625,6116081,Santa Clara,Oak Grove Elementary,Ledesma (Rita) Elementary
2021-2022,43,69625,0000001,Santa Clara,Oak Grove Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69625,6088306,Santa Clara,Oak Grove Elementary,Oak Ridge Elementary
2021-2022,43,69625,6093066,Santa Clara,Oak Grove Elementary,Parkview Elementary
2021-2022,43,69625,6072144,Santa Clara,Oak Grove Elementary,Sakamoto Elementary
2021-2022,43,69625,6067243,Santa Clara,Oak Grove Elementary,Santa Teresa Elementary
2021-2022,43,69625,6048177,Santa Clara,Oak Grove Elementary,Stipe (Samuel) Elementary
2021-2022,43,69625,6097430,Santa Clara,Oak Grove Elementary,Taylor (Bertha) Elementary
2021-2022,43,69633,6048185,Santa Clara,Orchard Elementary,Orchard Elementary
2021-2022,43,69641,6048193,Santa Clara,Palo Alto Unified,Addison Elementary
2021-2022,43,69641,6115562,Santa Clara,Palo Alto Unified,Barron Park Elementary
2021-2022,43,69641,0000000,Santa Clara,Palo Alto Unified,District Office
2021-2022,43,69641,6048292,Santa Clara,Palo Alto Unified,Duveneck Elementary
2021-2022,43,69641,6048235,Santa Clara,Palo Alto Unified,El Carmelo Elementary
2021-2022,43,69641,6118707,Santa Clara,Palo Alto Unified,Ellen Fletcher Middle
2021-2022,43,69641,6048250,Santa Clara,Palo Alto Unified,Escondido Elementary
2021-2022,43,69641,6048268,Santa Clara,Palo Alto Unified,Fairmeadow Elementary
2021-2022,43,69641,6060065,Santa Clara,Palo Alto Unified,Frank S. Greene Jr. Middle
2021-2022,43,69641,6048300,Santa Clara,Palo Alto Unified,Greendell
2021-2022,43,69641,4332904,Santa Clara,Palo Alto Unified,Henry M. Gunn High
2021-2022,43,69641,6048201,Santa Clara,Palo Alto Unified,Herbert Hoover Elementary
2021-2022,43,69641,6060081,Santa Clara,Palo Alto Unified,Jane Lathrop Stanford Middle
2021-2022,43,69641,6048326,Santa Clara,Palo Alto Unified,Juana Briones Elementary
2021-2022,43,69641,6068241,Santa Clara,Palo Alto Unified,Lucille M. Nixon Elementary
2021-2022,43,69641,0000001,Santa Clara,Palo Alto Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69641,6048243,Santa Clara,Palo Alto Unified,Ohlone Elementary
2021-2022,43,69641,6048375,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford
2021-2022,43,69641,4335782,Santa Clara,Palo Alto Unified,Palo Alto High
2021-2022,43,69641,6048359,Santa Clara,Palo Alto Unified,Palo Verde Elementary
2021-2022,43,69641,6048409,Santa Clara,Palo Alto Unified,Walter Hays Elementary
2021-2022,43,69666,4333795,Santa Clara,San Jose Unified,Abraham Lincoln High
2021-2022,43,69666,0131656,Santa Clara,San Jose Unified,ACE Inspire Academy
2021-2022,43,69666,6048417,Santa Clara,San Jose Unified,Allen at Steinbeck
2021-2022,43,69666,6048425,Santa Clara,San Jose Unified,Almaden Elementary
2021-2022,43,69666,6048433,Santa Clara,San Jose Unified,Anne Darling Elementary
2021-2022,43,69666,6048474,Santa Clara,San Jose Unified,Booksin Elementary
2021-2022,43,69666,6060099,Santa Clara,San Jose Unified,Bret Harte Middle
2021-2022,43,69666,4332110,Santa Clara,San Jose Unified,Broadway High
2021-2022,43,69666,6048490,Santa Clara,San Jose Unified,Canoas Elementary
2021-2022,43,69666,6095418,Santa Clara,San Jose Unified,Castillero Middle
2021-2022,43,69666,4330585,Santa Clara,San Jose Unified,Downtown College Preparatory
2021-2022,43,69666,0129718,Santa Clara,San Jose Unified,Downtown College Preparatory Middle
2021-2022,43,69666,6048516,Santa Clara,San Jose Unified,Empire Gardens Elementary
2021-2022,43,69666,6119010,Santa Clara,San Jose Unified,Ernesto Galarza Elementary
2021-2022,43,69666,6048532,Santa Clara,San Jose Unified,Gardner Elementary
2021-2022,43,69666,6048540,Santa Clara,San Jose Unified,Grant Elementary
2021-2022,43,69666,6093082,Santa Clara,San Jose Unified,Graystone Elementary
2021-2022,43,69666,4330080,Santa Clara,San Jose Unified,Gunderson High
2021-2022,43,69666,6048722,Santa Clara,San Jose Unified,Hacienda Science/Environmental Magnet
2021-2022,43,69666,6048565,Santa Clara,San Jose Unified,Hammer Montessori at Galarza Elementary
2021-2022,43,69666,6062111,Santa Clara,San Jose Unified,Herbert Hoover Middle
2021-2022,43,69666,6048599,Santa Clara,San Jose Unified,Horace Mann Elementary
2021-2022,43,69666,6060115,Santa Clara,San Jose Unified,John Muir Middle
2021-2022,43,69666,4333522,Santa Clara,San Jose Unified,Leland High
2021-2022,43,69666,4330502,Santa Clara,San Jose Unified,Liberty (Alternative)
2021-2022,43,69666,6093074,Santa Clara,San Jose Unified,Los Alamitos Elementary
2021-2022,43,69666,6048649,Santa Clara,San Jose Unified,Lowell Elementary
